Current SOC,Current Title,Match SOC,,Match Title,Index,Base Employment,Numeric Change,% Change,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training,
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1,850,10,0,980,19.39,40338,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-4191.00,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2,570,-70,-0.1,500,20.66,42974,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9193.00,51-9193,Cooling and Freezing Equipment Operators and Tenders,10,500,-20,0,740,17.04,35439,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-4051.00,51-4051,Metal-Refining Furnace Operators and Tenders,6,130,0,0,140,21.24,44182,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9195.07,51-9195,Molding and Casting Workers,5,1510,-20,0,1640,17.26,35884,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",53-7063.00,53-7063,Machine Feeders and Offbearers,6,1440,-230,-0.2,1520,16.13,33546,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",43-9051.00,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",9,1320,-50,0,1380,16.32,33933,High school diploma or equivalent,None,Short-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-3092.00,51-3092,Food Batchmakers,2,4290,80,0,6510,15.47,32177,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4031.00,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",8,4180,-530,-0.1,3850,17.52,36455,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-6093.00,51-6093,Upholsterers,7,1120,-140,-0.1,960,17.88,37186,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-5113.00,51-5113,Print Binding and Finishing Workers,1,1040,-290,-0.3,950,19.05,39636,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4022.00,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",10,740,-200,-0.3,420,20.21,42047,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-2092.00,51-2092,Team Assemblers,5,420,-50,-0.1,420,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-4031.00,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1,4180,-530,-0.1,3850,17.52,36455,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9121.00,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3,1940,-120,-0.1,1930,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-4072.00,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",7,1700,-320,-0.2,1360,17.66,36722,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9041.00,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",6,1310,-120,-0.1,1240,16.92,35196,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-5113.00,51-5113,Print Binding and Finishing Workers,10,1040,-290,-0.3,950,19.05,39636,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-4022.00,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",9,740,-200,-0.3,420,20.21,42047,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",5,440,0,0,510,16.39,34099,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9191.00,51-9191,Adhesive Bonding Machine Operators and Tenders,2,260,-10,0,330,15.62,32506,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-6064.00,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8,180,-70,-0.4,70,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9195.07,51-9195,Molding and Casting Workers,4,1510,-20,0,1640,17.26,35884,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-3023.00,51-3023,Slaughterers and Meat Packers,6,670,-30,0,780,15.37,31956,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-2021.00,51-2021,"Coil Winders, Tapers, and Finishers",4,1050,-200,-0.2,630,20.3,42215,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",9,440,0,0,510,16.39,34099,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-9195.07,51-9195,Molding and Casting Workers,10,1510,-20,0,1640,17.26,35884,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-4021.00,53-4021,"Railroad Brake, Signal, and Switch Operators",3,1680,360,0.2,3470,33.49,69674,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-4012.00,53-4012,Locomotive Firers,5,1680,360,0.2,3470,33.49,69674,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,47-4051.00,47-4051,Highway Maintenance Workers,1,1030,10,0,1160,25.6,53247,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,47-2071.00,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",4,620,0,0,760,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,47-2072.00,47-2072,Pile-Driver Operators,8,620,0,0,760,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-7032.00,53-7032,Excavating and Loading Machine and Dragline Operators,2,360,20,0.1,470,0,0,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,47-5013.00,47-5013,"Service Unit Operators, Oil, Gas, and Mining",6,140,-10,-0.1,180,44.06,91638,No formal educational credential,None,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-5022.00,53-5022,Motorboat Operators,7,100,40,0.4,160,20.04,41691,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-5011.00,53-5011,Sailors and Marine Oilers,10,100,40,0.4,160,20.04,41691,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-4031.00,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2,4180,-530,-0.1,3850,17.52,36455,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-2021.00,51-2021,"Coil Winders, Tapers, and Finishers",7,1050,-200,-0.2,630,20.3,42215,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-5113.00,51-5113,Print Binding and Finishing Workers,4,1040,-290,-0.3,950,19.05,39636,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1,440,0,0,510,16.39,34099,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,53-7032.00,53-7032,Excavating and Loading Machine and Dragline Operators,10,360,20,0.1,470,0,0,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-9191.00,51-9191,Adhesive Bonding Machine Operators and Tenders,5,260,-10,0,330,15.62,32506,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-4052.00,51-4052,"Pourers and Casters, Metal",8,130,0,0,140,21.24,44182,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-9195.07,51-9195,Molding and Casting Workers,3,1510,-20,0,1640,17.26,35884,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",43-5041.00,43-5041,"Meter Readers, Utilities",1,490,-50,-0.1,410,26.31,54725,High school diploma or equivalent,None,Short-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",47-2151.00,47-2151,Pipelayers,8,390,20,0.1,470,34.81,72408,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-5113.00,51-5113,Print Binding and Finishing Workers,9,1040,-290,-0.3,950,19.05,39636,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",47-4061.00,47-4061,Rail-Track Laying and Maintenance Equipment Operators,2,1030,10,0,1160,25.6,53247,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",47-4031.00,47-4031,Fence Erectors,3,800,40,0,990,0,0,No formal educational credential,None,Moderate-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",6,440,0,0,510,16.39,34099,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-9195.07,51-9195,Molding and Casting Workers,4,1510,-20,0,1640,17.26,35884,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",47-2171.00,47-2171,Reinforcing Iron and Rebar Workers,5,420,60,0.1,580,15.3,31837,High school diploma or equivalent,None,Apprenticeship,Los Angeles
53-7073.00,Wellhead Pumpers,47-4061.00,47-4061,Rail-Track Laying and Maintenance Equipment Operators,5,1030,10,0,1160,25.6,53247,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",7,850,10,0,980,19.39,40338,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,49-9012.00,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",6,630,-10,0,520,38.13,79325,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,47-2072.00,47-2072,Pile-Driver Operators,3,620,0,0,760,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,51-9193.00,51-9193,Cooling and Freezing Equipment Operators and Tenders,9,500,-20,0,740,17.04,35439,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,53-7032.00,53-7032,Excavating and Loading Machine and Dragline Operators,8,360,20,0.1,470,0,0,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,47-5013.00,47-5013,"Service Unit Operators, Oil, Gas, and Mining",10,140,-10,-0.1,180,44.06,91638,No formal educational credential,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,49-9043.00,49-9043,"Maintenance Workers, Machinery",2,1350,80,0.1,1340,29.4,61148,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",47-4041.00,47-4041,Hazardous Materials Removal Workers,3,1420,280,0.2,2240,22.59,46992,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",51-8093.00,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",10,1240,-140,-0.1,1150,45.76,95190,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",47-4061.00,47-4061,Rail-Track Laying and Maintenance Equipment Operators,7,1030,10,0,1160,25.6,53247,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",5,850,10,0,980,19.39,40338,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",47-5031.00,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",9,580,30,0.1,820,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",47-5013.00,47-5013,"Service Unit Operators, Oil, Gas, and Mining",6,140,-10,-0.1,180,44.06,91638,No formal educational credential,None,Moderate-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",47-5012.00,47-5012,"Rotary Drill Operators, Oil and Gas",8,140,-10,-0.1,180,44.06,91638,No formal educational credential,None,Moderate-term on-the-job training,Los Angeles
